date,commodity_name,country,market,price_type,unit,uuid,price_usd
1996-01-01,"Palmkernel meal (Expeller pellets, 21/23%, c.i.f. Rotterdam)",INTERNATIONAL PRICES,Unspecified,EXPORT,tonne,1ac044f5-25d7-4c00-b410-f1e274e4cb3b,138.0
1996-02-01,"Palmkernel meal (Expeller pellets, 21/23%, c.i.f. Rotterdam)",INTERNATIONAL PRICES,Unspecified,EXPORT,tonne,1ac044f5-25d7-4c00-b410-f1e274e4cb3b,138.0
1996-03-01,"Palmkernel meal (Expeller pellets, 21/23%, c.i.f. Rotterdam)",INTERNATIONAL PRICES,Unspecified,EXPORT,tonne,1ac044f5-25d7-4c00-b410-f1e274e4cb3b,141.0
1996-04-01,"Palmkernel meal (Expeller pellets, 21/23%, c.i.f. Rotterdam)",INTERNATIONAL PRICES,Unspecified,EXPORT,tonne,1ac044f5-25d7-4c00-b410-f1e274e4cb3b,145.0
1996-05-01,"Palmkernel meal (Expeller pellets, 21/23%, c.i.f. Rotterdam)",INTERNATIONAL PRICES,Unspecified,EXPORT,tonne,1ac044f5-25d7-4c00-b410-f1e274e4cb3b,159.0
1996-06-01,"Palmkernel meal (Expeller pellets, 21/23%, c.i.f. Rotterdam)",INTERNATIONAL PRICES,Unspecified,EXPORT,tonne,1ac044f5-25d7-4c00-b410-f1e274e4cb3b,144.0
1996-07-01,"Palmkernel meal (Expeller pellets, 21/23%, c.i.f. Rotterdam)",INTERNATIONAL PRICES,Unspecified,EXPORT,tonne,1ac044f5-25d7-4c00-b410-f1e274e4cb3b,133.0
1996-08-01,"Palmkernel meal (Expeller pellets, 21/23%, c.i.f. Rotterdam)",INTERNATIONAL PRICES,Unspecified,EXPORT,tonne,1ac044f5-25d7-4c00-b410-f1e274e4cb3b,129.0
1996-09-01,"Palmkernel meal (Expeller pellets, 21/23%, c.i.f. Rotterdam)",INTERNATIONAL PRICES,Unspecified,EXPORT,tonne,1ac044f5-25d7-4c00-b410-f1e274e4cb3b,122.0
1996-10-01,"Palmkernel meal (Expeller pellets, 21/23%, c.i.f. Rotterdam)",INTERNATIONAL PRICES,Unspecified,EXPORT,tonne,1ac044f5-25d7-4c00-b410-f1e274e4cb3b,109.0
1996-11-01,"Palmkernel meal (Expeller pellets, 21/23%, c.i.f. Rotterdam)",INTERNATIONAL PRICES,Unspecified,EXPORT,tonne,1ac044f5-25d7-4c00-b410-f1e274e4cb3b,113.0
1996-12-01,"Palmkernel meal (Expeller pellets, 21/23%, c.i.f. Rotterdam)",INTERNATIONAL PRICES,Unspecified,EXPORT,tonne,1ac044f5-25d7-4c00-b410-f1e274e4cb3b,112.0
1997-01-01,"Palmkernel meal (Expeller pellets, 21/23%, c.i.f. Rotterdam)",INTERNATIONAL PRICES,Unspecified,EXPORT,tonne,1ac044f5-25d7-4c00-b410-f1e274e4cb3b,112.0
1997-02-01,"Palmkernel meal (Expeller pellets, 21/23%, c.i.f. Rotterdam)",INTERNATIONAL PRICES,Unspecified,EXPORT,tonne,1ac044f5-25d7-4c00-b410-f1e274e4cb3b,106.0
1997-03-01,"Palmkernel meal (Expeller pellets, 21/23%, c.i.f. Rotterdam)",INTERNATIONAL PRICES,Unspecified,EXPORT,tonne,1ac044f5-25d7-4c00-b410-f1e274e4cb3b,107.0
1997-04-01,"Palmkernel meal (Expeller pellets, 21/23%, c.i.f. Rotterdam)",INTERNATIONAL PRICES,Unspecified,EXPORT,tonne,1ac044f5-25d7-4c00-b410-f1e274e4cb3b,105.0
1997-05-01,"Palmkernel meal (Expeller pellets, 21/23%, c.i.f. Rotterdam)",INTERNATIONAL PRICES,Unspecified,EXPORT,tonne,1ac044f5-25d7-4c00-b410-f1e274e4cb3b,102.0
1997-06-01,"Palmkernel meal (Expeller pellets, 21/23%, c.i.f. Rotterdam)",INTERNATIONAL PRICES,Unspecified,EXPORT,tonne,1ac044f5-25d7-4c00-b410-f1e274e4cb3b,93.0
1997-07-01,"Palmkernel meal (Expeller pellets, 21/23%, c.i.f. Rotterdam)",INTERNATIONAL PRICES,Unspecified,EXPORT,tonne,1ac044f5-25d7-4c00-b410-f1e274e4cb3b,90.0
1997-08-01,"Palmkernel meal (Expeller pellets, 21/23%, c.i.f. Rotterdam)",INTERNATIONAL PRICES,Unspecified,EXPORT,tonne,1ac044f5-25d7-4c00-b410-f1e274e4cb3b,85.0
