date,price_usd,commodity_name,commodity_type,country,iso3,region,subregion,market,price_type,unit,unit_std,price_per_unit,price_source,gdp_ppp17,gdppc_ppp,gnipc_ppp,population,inflation,income_level
01/04/2016,0.12,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.12,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/05/2016,0.11,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.11,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/06/2016,0.11,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.11,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/07/2016,0.12,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.12,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/08/2016,0.13,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.13,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/09/2016,0.14,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.14,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/10/2016,0.14,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.14,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/11/2016,0.14,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.14,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/12/2016,0.14,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.14,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/01/2017,0.14,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.14,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/02/2017,0.15,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.15,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/03/2017,0.15,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.15,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/04/2017,0.14,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.14,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/05/2017,0.15,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.15,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/06/2017,0.15,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.15,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/07/2017,0.15,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.15,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/08/2017,0.15,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.15,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/09/2017,0.15,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.15,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/10/2017,0.14,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.14,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/11/2017,0.14,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.14,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/12/2017,0.15,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.15,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/01/2018,0.16,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.16,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/02/2018,0.16,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.16,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/03/2018,0.16,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.16,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/04/2018,0.16,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.16,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/05/2018,0.16,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.16,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/06/2018,0.15,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.15,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/07/2018,0.15,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.15,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/08/2018,0.14,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.14,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/09/2018,0.13,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.13,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/10/2018,0.12,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.12,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/11/2018,0.12,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.12,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/12/2018,0.12,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.12,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/01/2019,0.12,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.12,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/02/2019,0.13,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.13,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/03/2019,0.12,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.12,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/04/2019,0.13,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.13,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/05/2019,0.12,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.12,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/06/2019,0.12,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.12,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/07/2019,0.13,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.13,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/08/2019,0.1,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.1,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/09/2019,0.12,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.12,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/10/2019,0.12,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.12,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/11/2019,0.12,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.12,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/12/2019,0.13,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.13,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/01/2020,0.13,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.13,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/02/2020,0.12,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.12,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/03/2020,0.11,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.11,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/04/2020,0.1,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.1,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/05/2020,0.1,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.1,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/06/2020,0.11,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.11,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/07/2020,0.11,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.11,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/08/2020,0.11,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.11,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/09/2020,0.11,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.11,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/10/2020,0.11,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.11,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/11/2020,0.12,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.12,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/12/2020,0.12,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.12,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/01/2021,0.12,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.12,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/02/2021,0.12,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.12,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/03/2021,0.11,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.11,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/04/2021,0.13,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.13,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/05/2021,0.13,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.13,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/06/2021,0.13,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.13,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/07/2021,0.14,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.14,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/08/2021,0.13,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.13,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/09/2021,0.14,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.14,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/10/2021,0.13,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.13,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/11/2021,0.13,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.13,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/12/2021,0.13,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.13,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/01/2022,0.13,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.13,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/02/2022,0.13,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.13,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/03/2022,0.13,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.13,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/04/2022,0.13,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.13,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/05/2022,0.13,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.13,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/06/2022,0.13,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.13,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/07/2022,0.12,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.12,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/08/2022,0.12,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.12,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/09/2022,0.11,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.11,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/10/2022,0.11,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.11,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/11/2022,0.11,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.11,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/12/2022,0.12,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.12,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/01/2023,0.12,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.12,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/02/2023,0.11,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.11,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/03/2023,0.11,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.11,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/04/2023,0.11,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.11,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/05/2023,0.12,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.12,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/06/2023,0.13,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.13,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/07/2023,0.13,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.13,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/08/2023,0.13,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.13,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/09/2023,0.13,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.13,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/10/2023,0.13,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.13,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/11/2023,0.13,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.13,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/12/2023,0.13,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.13,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/01/2024,0.13,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.13,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/02/2024,0.13,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.13,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/03/2024,0.13,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.13,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/04/2024,0.13,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.13,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/05/2024,0.14,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.14,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/06/2024,0.14,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.14,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/07/2024,0.14,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.14,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/08/2024,0.11,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.11,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/09/2024,0.11,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.11,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/10/2024,0.11,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.11,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/11/2024,0.11,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.11,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/12/2024,0.11,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.11,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/01/2025,0.11,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.11,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/02/2025,0.11,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.11,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/03/2025,0.11,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.11,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/04/2025,0.11,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.11,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/05/2025,0.11,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.11,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/06/2025,0.11,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.11,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/07/2025,0.11,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.11,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/08/2025,0.11,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.11,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/09/2025,0.12,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Keetmanshoop,Retail,1 unit,unit,0.12,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/01/2010,0.15,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Mariental,Retail,1 unit,unit,0.15,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/02/2010,0.15,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Mariental,Retail,1 unit,unit,0.15,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/03/2010,0.15,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Mariental,Retail,1 unit,unit,0.15,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/04/2010,0.16,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Mariental,Retail,1 unit,unit,0.16,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/05/2010,0.15,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Mariental,Retail,1 unit,unit,0.15,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/06/2010,0.15,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Mariental,Retail,1 unit,unit,0.15,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/07/2010,0.15,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Mariental,Retail,1 unit,unit,0.15,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/08/2010,0.16,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Mariental,Retail,1 unit,unit,0.16,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/09/2010,0.16,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Mariental,Retail,1 unit,unit,0.16,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/10/2010,0.16,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Mariental,Retail,1 unit,unit,0.16,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/11/2010,0.16,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Mariental,Retail,1 unit,unit,0.16,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/12/2010,0.17,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Mariental,Retail,1 unit,unit,0.17,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/01/2011,0.16,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Mariental,Retail,1 unit,unit,0.16,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/02/2011,0.16,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Mariental,Retail,1 unit,unit,0.16,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/03/2011,0.16,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Mariental,Retail,1 unit,unit,0.16,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
01/04/2011,0.17,Bread (Brotchen),Bread,Namibia,NAM,Africa,Southern Africa,Mariental,Retail,1 unit,unit,0.17,Domestic,31153793835,11686.60206,11300,3030131,4.239039229,Upper-middle income
