date,price_usd,commodity_name,country,market,price_type,unit
2023-02-01,2.73,Beans (black),Costa Rica,National Average,RETAIL,900 gms
2023-03-01,3.02,Beans (black),Costa Rica,National Average,RETAIL,900 gms
2023-04-01,2.99,Beans (black),Costa Rica,National Average,RETAIL,900 gms
2023-05-01,2.91,Beans (black),Costa Rica,National Average,RETAIL,900 gms
2023-06-01,2.82,Beans (black),Costa Rica,National Average,RETAIL,900 gms
2023-07-01,2.76,Beans (black),Costa Rica,National Average,RETAIL,900 gms
2023-08-01,2.87,Beans (black),Costa Rica,National Average,RETAIL,900 gms
2023-09-01,2.85,Beans (black),Costa Rica,National Average,RETAIL,900 gms
2023-10-01,2.87,Beans (black),Costa Rica,National Average,RETAIL,900 gms
2023-11-01,2.97,Beans (black),Costa Rica,National Average,RETAIL,900 gms
2023-12-01,3.06,Beans (black),Costa Rica,National Average,RETAIL,900 gms
2024-01-01,3.12,Beans (black),Costa Rica,National Average,RETAIL,900 gms
2024-02-01,3.09,Beans (black),Costa Rica,National Average,RETAIL,900 gms
2024-03-01,3.02,Beans (black),Costa Rica,National Average,RETAIL,900 gms
2024-04-01,3.1,Beans (black),Costa Rica,National Average,RETAIL,900 gms
2024-05-01,2.85,Beans (black),Costa Rica,National Average,RETAIL,900 gms
2024-06-01,2.78,Beans (black),Costa Rica,National Average,RETAIL,900 gms
2024-07-01,2.75,Beans (black),Costa Rica,National Average,RETAIL,900 gms
2024-08-01,2.55,Beans (black),Costa Rica,National Average,RETAIL,900 gms
2024-09-01,2.73,Beans (black),Costa Rica,National Average,RETAIL,900 gms
2024-10-01,2.76,Beans (black),Costa Rica,National Average,RETAIL,900 gms
2024-11-01,2.65,Beans (black),Costa Rica,National Average,RETAIL,900 gms
2024-12-01,3.0,Beans (black),Costa Rica,National Average,RETAIL,900 gms
2025-01-01,3.0,Beans (black),Costa Rica,National Average,RETAIL,900 gms
2025-02-01,3.0,Beans (black),Costa Rica,National Average,RETAIL,900 gms
2025-03-01,2.96,Beans (black),Costa Rica,National Average,RETAIL,900 gms
2025-04-01,3.03,Beans (black),Costa Rica,National Average,RETAIL,900 gms
2025-05-01,3.23,Beans (black),Costa Rica,National Average,RETAIL,900 gms
2025-06-01,3.26,Beans (black),Costa Rica,National Average,RETAIL,900 gms
2025-07-01,3.26,Beans (black),Costa Rica,National Average,RETAIL,900 gms
2025-08-01,2.91,Beans (black),Costa Rica,National Average,RETAIL,900 gms
2025-09-01,2.68,Beans (black),Costa Rica,National Average,RETAIL,900 gms
